,accession_number,year,r,g,b
6284,T09324,,162,137,102
6285,T09325,,162,138,106
6286,T09326,,195,177,152
6287,T09327,,83,80,65
6288,T09329,,229,217,201
6289,T09330,,216,207,188
6290,T09331,,218,207,187
6291,T09332,,210,201,180
6292,T09333,,222,208,184
6293,T09335,,192,181,160
6294,T09336,1784,199,198,183
6295,T09337,1758,196,192,171
6296,T09338,1765,191,190,177
6297,T09339,1765,164,169,155
6298,T09340,,146,146,127
6299,T09341,,195,195,175
6300,T09342,1768,177,175,154
6301,T09343,1764,124,124,110
6302,T09344,1765,178,171,153
6303,T09345,,136,136,117
6304,T09348,,154,145,130
6305,T09350,,220,219,204
6306,T09351,,222,221,206
6307,T09352,,238,225,205
6308,T09353,,223,217,199
6309,T09354,,236,222,202
6310,T09355,,225,212,193
6311,T09356,,243,233,218
6312,T09357,,233,225,208
6313,T09358,,241,230,211
6314,T09359,1802,102,93,75
6315,T09360,1802,147,130,103
6316,T09361,,112,94,73
6317,T09362,1807,117,106,90
6318,T09363,,207,196,176
6319,T09364,,199,190,173
6320,T09365,,187,173,157
6321,T09367,1798,150,148,124
6322,T09369,,146,130,107
6323,T09370,,195,168,132
6324,T09372,,203,173,140
6325,T09373,,119,98,77
6326,T09378,,185,182,171
6327,T09379,,226,220,207
6328,T09380,,215,205,186
6329,T09381,,235,223,203
6330,T09382,,235,222,201
6331,T09385,,145,139,121
6332,T09386,,145,141,125
6333,T09387,,151,147,130
6334,T09388,,143,138,121
6335,T09389,,177,175,159
6336,T09394,,153,133,103
6337,T09395,,189,181,162
6338,T09397,,214,199,169
6339,T09398,,191,168,138
6340,T09399,,223,213,194
6341,T09400,,230,214,183
6342,T09401,,212,196,175
6343,T09402,,192,170,142
6344,T09403,1774,187,175,153
6345,T09404,,126,112,88
6346,T09405,1770,191,169,137
6347,T09406,1774,204,183,145
6348,T09407,1774,221,209,187
6349,T09408,1774,222,209,183
6350,T09409,1774,223,212,189
6351,T09410,1773,202,187,161
6352,T09411,1774,213,198,172
6353,T09412,1774,199,186,164
6354,T09413,1774,236,228,213
6355,T09414,,106,73,46
6356,T09415,,129,101,63
6357,T09416,,152,105,64
6358,T09417,1792,219,212,196
6359,T09418,,188,182,165
6360,T09419,1795,148,140,127
6361,T09420,,108,89,69
6362,T09421,,193,189,172
6363,T09422,1815,217,214,201
6364,T09423,,203,195,178
6365,T09424,,200,187,168
6366,T09425,,216,202,185
6367,T09426,,213,205,190
6368,T09427,,197,189,170
6369,T09433,,201,190,172
6370,T09436,,223,214,190
6371,T09438,,220,217,202
6372,T09448,,242,227,204
6373,T09453,,133,128,110
6374,T09455,1825,215,210,186
6375,T09459,1818,156,134,107
6376,T09460,1820,206,193,167
6377,T09461,1788,208,184,138
6378,T09462,,50,42,33
6379,T09463,,203,175,133
6380,T09465,,223,211,188
6381,T09466,1802,154,138,117
6382,T09467,,181,154,113
6383,T09468,,167,131,95
6384,T09470,,200,197,183
6385,T09471,,208,204,190
6386,T09472,,222,214,197
6387,T09473,,206,202,190
6388,T09474,,211,207,194
6389,T09475,,216,210,194
6390,T09476,,151,135,110
6391,T09478,,196,184,156
6392,T09479,,180,166,143
6393,T09481,,213,200,178
6394,T09482,,211,199,172
6395,T09483,,209,185,147
6396,T09484,,233,217,189
6397,T09485,,238,225,202
6398,T09487,,187,159,121
6399,T09489,,81,69,56
6400,T09490,,159,146,115
6401,T09491,,198,185,157
6402,T09492,,164,151,119
6403,T09493,,228,223,213
6404,T09494,,213,205,188
6405,T09495,,225,218,202
6406,T09496,,216,209,194
6407,T09497,,219,210,192
6408,T09498,,225,219,204
6409,T09501,,224,215,198
6410,T09505,,229,222,206
6411,T09507,,140,155,150
6412,T09508,,234,221,192
6413,T09509,,214,182,142
6414,T09510,1812,217,198,162
6415,T09512,,183,163,134
6416,T09515,,205,175,134
6417,T09517,1819,206,195,173
6418,T09518,,230,221,201
6419,T09519,,225,213,186
6420,T09520,,217,205,180
6421,T09521,,169,161,140
6422,T09522,,221,211,189
6423,T09523,,225,217,201
6424,T09524,1774,225,219,206
6425,T09525,1773,214,207,190
6426,T09526,1774,225,217,199
6427,T09527,,197,181,150
6428,T09528,,231,216,194
6429,T09530,,177,154,123
6430,T09531,,205,188,161
6431,T09532,,224,209,180
6432,T09533,,76,61,44
6433,T09534,,118,96,63
6434,T09538,1798,55,54,43
6435,T09539,,188,176,157
6436,T09540,,200,191,175
6437,T09541,,205,195,174
6438,T09542,,76,72,61
6439,T09543,1773,213,205,189
6440,T09544,1773,228,221,202
6441,T09545,,201,182,154
6442,T09546,,138,120,102
6443,T09548,,137,117,92
6444,T09550,,224,212,190
6445,T09551,,175,164,143
6446,T09554,,197,168,125
6447,T09555,,193,170,138
6448,T09556,,193,170,138
6449,T09564,,190,169,128
6450,T09565,,208,194,165
6451,T09568,,141,122,100
6452,T09569,,200,181,148
6453,T09570,1800,224,216,197
6454,T09572,1811,239,226,201
6455,T09573,,215,209,188
6456,T09574,,212,192,155
6457,T09576,,233,225,204
6458,T09578,,226,211,187
6459,T09579,,185,174,156
6460,T09580,,204,195,179
6461,T09581,,235,233,221
6462,T09583,,225,210,186
6463,T09584,,226,216,195
6464,T09588,,236,235,224
6465,T09590,,246,237,215
6466,T09591,,223,215,195
6467,T09595,1796,227,219,201
6468,T09596,,218,207,189
6469,T09597,,239,231,213
6470,T09598,,234,226,205
6471,T09600,1869,68,68,58
6472,T09602,,211,198,179
6473,T09603,,172,147,119
6474,T09605,,214,209,191
6475,T09606,,138,134,109
6476,T09607,,184,177,149
6477,T09608,,189,187,168
6478,T09609,,185,160,131
6479,T09659,,224,217,205
6480,T09689,,233,216,194
6481,T09694,1782,229,223,208
6482,T09695,,213,200,179
6483,T09697,1798,215,196,168
6484,T09698,,152,113,83
6485,T09699,,183,170,149
6486,T09700,,170,142,111
6487,T09702,,166,142,110
6488,T09704,,84,72,49
6489,T09705,,169,153,123
6490,T09706,,77,75,62
6491,T09707,,180,160,136
6492,T09709,,209,197,176
6493,T09712,,91,70,51
6494,T09713,,210,197,169
6495,T09715,,199,188,165
6496,T09718,,226,201,156
6497,T09719,,220,208,185
6498,T09720,,181,159,130
6499,T09721,,218,206,179
6500,T09722,,243,227,198
6501,T09724,,227,220,205
6502,T09727,,200,187,159
6503,T09728,,217,209,192
6504,T09730,,198,185,158
6505,T09732,,209,195,165
6506,T09733,,193,181,157
6507,T09735,,202,187,157
6508,T09740,,212,206,188
6509,T09749,,217,209,189
6510,T09751,,225,212,189
6511,T09752,,223,209,190
6512,T09753,,232,219,196
6513,T09754,,234,220,197
6514,T09755,,240,227,205
6515,T09756,,236,226,205
6516,T09758,,238,228,205
6517,T09759,1834,190,169,143
6518,T09768,,117,93,67
6519,T09789,,216,203,183
6520,T09792,,221,215,200
6521,T09794,,213,205,188
6522,T09795,,218,208,189
6523,T09796,,218,208,188
6524,T09801,,203,189,165
6525,T09802,,221,210,190
6526,T09803,,207,186,161
6527,T09805,,211,203,186
6528,T09806,,213,203,186
6529,T09808,,212,198,182
6530,T09819,,225,211,187
6531,T09820,,218,207,189
6532,T09821,,209,196,173
6533,T09822,,222,210,188
6534,T09823,,222,210,189
6535,T09824,,217,205,180
6536,T09825,,213,204,185
6537,T09826,,223,214,193
6538,T09829,,218,202,172
6539,T09830,,206,192,169
6540,T09831,,109,88,65
6541,T09832,,153,135,108
6542,T09833,,142,119,89
6543,T09834,,135,117,95
6544,T09835,,220,209,189
6545,T09836,,196,184,161
6546,T09837,,214,203,180
6547,T09838,1798,101,75,52
6548,T09840,,132,122,106
6549,T09841,,233,221,200
6550,T09842,,192,169,135
6551,T09843,,89,72,54
6552,T09845,,221,220,211
6553,T09846,,221,213,194
6554,T09848,,161,149,123
6555,T09853,,229,221,201
6556,T09854,,174,147,112
6557,T09855,,40,34,27
6558,T09856,1805,226,213,190
6559,T09860,1818,225,213,192
6560,T09871,,217,215,204
6561,T09927,,167,159,136
6562,T09929,,175,169,153
6563,T09930,,190,184,170
6564,T09931,,200,188,163
6565,T09932,,209,201,182
6566,T09933,,218,205,176
6567,T09934,,230,220,196
6568,T09935,,208,200,180
6569,T09937,,221,211,188
6570,T09939,,214,206,188
6571,T09941,,217,206,184
6572,T09942,,216,205,179
6573,T09945,,212,200,176
6574,T09946,,224,216,198
6575,T09954,,234,227,209
6576,T09957,,240,230,210
6577,T09958,,223,217,201
6578,T09959,,225,216,199
6579,T09960,,106,90,74
6580,T09964,,214,204,182
6581,T09968,,226,211,181
6582,T09970,,191,175,141
6583,T09973,,224,216,199
6584,T09974,,223,214,193
6585,T09975,,214,202,174
6586,T09976,,216,206,184
6587,T09978,,225,215,194
6588,T09979,,220,210,188
6589,T09980,,219,211,190
6590,T09981,,222,199,162
6591,T09982,,112,96,79
6592,T09986,,224,211,187
6593,T09988,,237,228,211
6594,T09991,1805,234,225,208
6595,T09993,1805,226,213,191
6596,T10002,,234,223,201
6597,T10004,1821,210,194,166
6598,T10009,1810,224,211,189
6599,T10013,,217,210,193
6600,T10032,,209,194,169
6601,T10037,,224,211,187
6602,T10038,,226,210,166
6603,T10040,,224,215,190
6604,T10041,,223,216,194
6605,T10042,,224,217,196
6606,T10044,,159,155,115
6607,T10045,,107,125,119
6608,T10046,,196,187,166
6609,T10048,,212,204,182
6610,T10051,,207,199,179
6611,T10055,,235,217,185
6612,T10056,,196,185,164
6613,T10057,,245,236,217
6614,T10059,,221,211,190
6615,T10060,,99,91,79
6616,T10062,,208,196,169
6617,T10063,,222,216,197
6618,T10064,,202,193,177
6619,T10065,,164,152,122
6620,T10066,1829,224,218,201
6621,T10067,1790,201,194,174
6622,T10068,,190,182,164
6623,T10072,,211,200,176
6624,T10073,1800,130,112,84
6625,T10074,1802,134,126,103
6626,T10076,1809,139,138,110
6627,T10077,,193,179,147
6628,T10078,,213,201,173
6629,T10079,,213,198,171
6630,T10080,,208,192,162
6631,T10081,,199,191,164
6632,T10085,1805,202,195,177
6633,T10086,,183,167,135
6634,T10087,,176,164,140
6635,T10088,,176,163,139
6636,T10089,,215,209,195
6637,T10090,,186,168,131
6638,T10091,,189,172,136
6639,T10092,,229,219,192
6640,T10094,,220,206,185
6641,T10095,,202,186,166
6642,T10096,,161,147,120
6643,T10097,,170,156,131
6644,T10098,,181,169,146
6645,T10099,,223,213,193
6646,T10101,1810,166,146,110
6647,T10104,,210,193,162
6648,T10105,,205,191,173
6649,T10106,,112,87,67
6650,T10108,,202,183,150
6651,T10113,,187,162,131
6652,T10115,1851,239,230,213
6653,T10116,,221,205,176
6654,T10117,,222,209,187
6655,T10118,,222,209,188
6656,T10119,,199,177,150
6657,T10120,,232,222,199
6658,T10121,,183,172,150
6659,T10122,,202,189,166
6660,T10125,,147,130,106
6661,T10133,,214,205,182
6662,T10136,,218,205,172
6663,T10141,,180,150,113
6664,T10142,,167,137,102
6665,T10144,,195,187,163
6666,T10146,,197,182,150
6667,T10147,,207,197,162
6668,T10149,,194,183,152
6669,T10158,,214,193,168
6670,T10162,,212,197,175
6671,T10165,1596,149,127,78
6672,T10167,1770,172,156,140
6673,T10169,1773,224,214,200
6674,T10170,1774,221,205,172
6675,T10172,1774,202,190,172
6676,T10174,1774,231,223,208
6677,T10175,1773,167,155,137
6678,T10176,1774,228,216,193
6679,T10242,,224,210,183
6680,T10244,,227,205,172
6681,T10245,1845,200,190,171
6682,T10246,,183,170,144
6683,T10247,,206,183,149
6684,T10249,1857,95,81,64
6685,T10250,1855,113,97,74
6686,T10251,1875,207,195,177
6687,T10253,,173,138,98
6688,T10254,,149,138,117
6689,T10255,,171,151,126
6690,T10256,,185,169,122
6691,T10257,,146,112,78
6692,T10258,,55,49,39
6693,T10259,1830,199,183,157
6694,T10265,,198,181,156
6695,T10266,,186,176,160
6696,T10268,,150,133,111
6697,T10269,,214,203,185
6698,T10273,,195,177,156
6699,T10274,,221,205,182
6700,T10275,,231,222,202
6701,T10319,,213,206,185
6702,T10322,,243,239,224
6703,T10323,,217,201,171
6704,T10324,,212,195,165
6705,T10325,,238,223,194
6706,T10326,,131,109,85
6707,T10328,,182,174,155
6708,T10329,,30,28,25
6709,T10332,,224,214,195
6710,T10337,,69,75,56
6711,T10338,,202,178,137
6712,T10341,,243,235,219
6713,T10342,,233,225,208
6714,T10351,,98,88,70
6715,T10353,,61,61,57
6716,T10354,,191,179,147
6717,T10356,,181,158,123
6718,T10359,1788,230,217,196
6719,T10361,,246,236,218
6720,T10364,,60,64,54
6721,T10432,,65,57,51
6722,T10433,1773,195,185,167
6723,T10436,,127,98,65
6724,T10439,,171,132,94
6725,T10440,1791,207,198,180
6726,T10441,,108,79,53
6727,T10442,,87,82,60
6728,T10443,,111,87,62
6729,T10444,,220,213,191
6730,T10445,,220,209,180
6731,T10446,,192,187,161
6732,T10447,,213,202,186
6733,T10449,,199,185,163
6734,T10450,,121,110,74
6735,T10451,,87,73,52
6736,T10452,,80,64,44
6737,T10453,,121,91,61
6738,T10454,,69,62,47
6739,T10472,,140,138,129
6740,T10486,,132,131,122
6741,T10488,,98,96,88
6742,T10489,,107,104,95
6743,T10490,,125,122,113
6744,T10491,,136,135,125
6745,T10499,,220,209,189
6746,T10500,,220,209,187
6747,T10504,,231,224,205
6748,T10506,,220,209,188
6749,T10508,,217,206,185
6750,T10517,,189,180,162
6751,T10520,,139,129,114
6752,T10529,,220,210,191
6753,T10546,,135,143,142
6754,T10547,,143,154,154
6755,T10554,,177,148,116
6756,T10560,,232,228,213
6757,T10561,1831,224,214,190
6758,T10562,1831,231,216,184
6759,T10564,1831,206,191,160
6760,T10566,1831,212,200,177
6761,T10567,1831,213,200,176
6762,T10568,1831,218,207,185
6763,T10574,1831,226,217,196
6764,T10575,1831,169,167,158
6765,T10576,1831,215,204,182
6766,T10578,1831,230,212,177
6767,T10635,,237,225,195
6768,T10637,,229,224,206
6769,T10638,,203,193,165
6770,T10641,,227,215,181
6771,T10642,,220,213,185
6772,T10643,,204,194,162
6773,T10644,,181,162,126
6774,T10645,,217,210,183
6775,T10646,,225,221,194
6776,T10659,1777,225,209,174
6777,T10660,,163,139,108
6778,T10663,1789,164,149,130
6779,T10664,1789,139,123,104
6780,T10665,1789,163,147,127
6781,T10666,,117,88,65
6782,T10667,,175,143,108
6783,T10670,,58,56,45
6784,T10672,1773,70,66,63
6785,T10675,,161,123,81
6786,T10677,,242,234,212
6787,T10682,,206,175,139
6788,T10687,,201,188,166
6789,T10689,,225,211,187
6790,T10690,,207,190,162
6791,T10692,,139,112,88
6792,T10693,,236,227,203
6793,T10694,1796,204,193,175
6794,T10695,1798,158,152,138
6795,T10696,1799,216,200,166
6796,T10697,1799,200,185,158
6797,T10698,1836,160,176,181
6798,T10699,1834,111,126,131
6799,T10700,1822,185,181,159
6800,T10701,1838,201,202,197
6801,T10702,,228,214,184
6802,T10703,,143,136,122
6803,T10704,,211,203,186
6804,T10705,,218,212,198
6805,T10706,,195,190,178
6806,T10708,,193,188,175
6807,T10709,,208,196,164
6808,T10710,,160,156,144
6809,T10711,,114,107,94
6810,T10712,,195,189,179
6811,T10713,,160,154,139
6812,T10714,,171,145,116
6813,T10715,,137,117,90
6814,T10716,,173,151,128
6815,T10717,,152,155,147
6816,T10718,,182,177,163
6817,T10719,,192,190,176
6818,T10734,,45,43,43
6819,T10736,,142,112,97
6820,T10740,,225,203,171
6821,T10742,,224,207,182
6822,T10743,,228,219,199
6823,T10746,,95,82,67
6824,T10747,,109,114,108
6825,T10748,,56,44,36
6826,T10760,,232,225,212
6827,T10767,1833,185,162,132
6828,T10769,1833,195,188,169
6829,T10772,1833,211,191,161
6830,T10776,1833,214,192,163
6831,T10779,1833,222,202,177
6832,T10780,1833,209,195,174
6833,T10789,1833,227,209,183
6834,T10793,1833,233,219,197
6835,T10797,1833,149,116,87
6836,T10807,,212,201,181
6837,T10808,,101,94,82
6838,T10814,,210,189,158
6839,T10815,,211,190,160
6840,T10816,,154,137,113
6841,T10820,,217,205,187
6842,T10821,,151,127,99
6843,T10822,,198,180,147
6844,T10823,,230,225,206
6845,T10824,,229,223,208
6846,T10825,,224,219,203
6847,T10826,,28,28,27
6848,T10827,,28,28,27
6849,T10829,,31,30,28
6850,T10830,,27,26,24
6851,T10831,,27,26,24
6852,T10832,,26,26,24
6853,T10833,,220,213,194
6854,T10835,,26,25,23
6855,T10836,,27,25,23
6856,T10838,,27,26,24
6857,T10839,,223,216,196
6858,T10840,,26,25,23
6859,T10841,,223,216,196
6860,T10842,,26,25,23
6861,T10843,,26,24,22
6862,T10844,,26,24,23
6863,T10845,,26,25,23
6864,T10846,,30,28,26
6865,T10847,,30,29,27
6866,T10848,,30,28,26
6867,T10850,,217,211,190
6868,T10851,,221,216,195
6869,T10852,,26,25,22
6870,T10853,,26,25,23
6871,T10854,,215,209,190
6872,T10855,,26,25,22
6873,T10856,,27,25,23
6874,T10857,,27,25,23
6875,T10858,,27,25,23
6876,T10859,,219,213,194
6877,T10860,,27,25,23
6878,T10861,,26,25,22
6879,T10862,,26,25,23
6880,T10863,,27,25,23
6881,T10864,,26,25,23
6882,T10865,,27,26,24
6883,T10868,,28,27,25
6884,T10869,,29,27,25
6885,T10870,,27,26,23
6886,T10871,,27,25,23
6887,T10874,,27,26,23
6888,T10875,,29,27,24
6889,T10876,,27,26,24
6890,T10877,,27,25,23
6891,T10879,,27,26,24
6892,T10880,,27,27,24
6893,T10881,,27,26,24
6894,T10882,,27,26,23
6895,T10883,,28,26,23
6896,T10885,,27,26,23
6897,T10891,,182,170,136
6898,T10946,,194,188,169
6899,T10949,,119,112,94
6900,T10960,,76,51,23
6901,T10964,,174,167,145
6902,T10966,,207,191,163
6903,T10967,,200,182,158
6904,T10968,,193,178,153
6905,T10969,,191,177,154
6906,T10972,,200,193,174
6907,T10981,,85,77,60
6908,T10983,,212,204,185
6909,T10985,,199,191,171
6910,T10986,,187,174,153
6911,T10987,,63,56,47
6912,T10988,,213,203,182
6913,T10989,,184,169,138
6914,T10990,,224,215,187
6915,T10991,,197,187,158
6916,T10993,,191,185,158
6917,T10994,,221,216,195
6918,T10995,,136,114,87
6919,T10997,,210,203,178
6920,T10998,,148,112,65
6921,T10999,,216,221,201
6922,T11000,,232,218,192
6923,T11001,,143,123,90
6924,T11002,1906,152,124,84
6925,T11003,,172,140,98
6926,T11004,,199,188,167
6927,T11007,,209,169,131
6928,T11015,1819,228,221,198
6929,T11017,1819,228,219,196
6930,T11019,1819,228,222,202
6931,T11021,1819,221,215,195
6932,T11023,1819,225,216,191
6933,T11025,1819,228,218,195
6934,T11027,1819,218,215,197
6935,T11029,1819,216,212,193
6936,T11031,1819,221,215,196
6937,T11033,1819,227,221,203
6938,T11035,1819,77,69,54
6939,T11037,1819,219,212,189
6940,T11039,1819,225,220,200
6941,T11041,1819,226,219,199
6942,T11043,1819,225,219,197
6943,T11045,1819,220,215,193
6944,T11047,1819,224,220,200
6945,T11049,1819,215,208,183
6946,T11051,1819,213,214,198
6947,T11053,1819,216,209,185
6948,T11055,1819,227,224,205
6949,T11057,1819,100,91,72
6950,T11059,1819,219,213,189
6951,T11061,1819,214,207,181
6952,T11062,1819,222,213,191
6953,T11063,1819,224,220,200
6954,T11064,1819,223,218,195
6955,T11065,1819,223,219,199
6956,T11066,1819,219,214,196
6957,T11067,1819,218,212,191
6958,T11068,1819,221,215,194
6959,T11069,1819,215,207,182
6960,T11070,1819,217,212,191
6961,T11071,1819,212,204,179
6962,T11072,1819,219,215,196
6963,T11073,1819,102,91,68
6964,T11074,1819,222,214,189
6965,T11354,,219,204,174
6966,T11355,,232,222,199
6967,T11381,,181,156,123
6968,T11382,,99,74,50
6969,T11383,,208,186,154
6970,T11384,,199,166,130
6971,T11385,,133,107,73
6972,T11386,,168,150,125
6973,T11387,,202,180,151
6974,T11388,,196,171,141
6975,T11389,,197,171,140
6976,T11390,,7,6,5
6977,T11391,,183,164,137
6978,T11392,,139,115,88
6979,T11393,,153,128,103
6980,T11394,,187,166,138
6981,T11395,,187,159,132
6982,T11396,,200,168,134
6983,T11397,,163,140,117
6984,T11398,,183,157,126
6985,T11399,,60,85,99
6986,T11400,,63,87,102
6987,T11401,,68,92,107
6988,T11402,,74,109,136
6989,T11403,,60,83,96
6990,T11404,,54,66,70
6991,T11405,,80,116,140
6992,T11406,,64,86,99
6993,T11407,,60,74,81
6994,T11408,,70,101,121
6995,T11409,,66,92,108
6996,T11410,,66,90,105
6997,T11411,,74,104,123
6998,T11412,,46,54,58
6999,T11413,,76,112,136
7000,T11414,,126,99,80
7001,T11415,,68,93,110
7002,T11416,,116,89,71
7003,T11417,,118,89,71
7004,T11418,,84,120,143
7005,T11419,,123,96,76
7006,T11420,,75,59,48
7007,T11421,,197,175,149
7008,T11422,,121,94,76
7009,T11423,,112,87,69
7010,T11424,,102,79,63
7011,T11425,,112,86,69
7012,T11426,,135,106,83
7013,T11427,,144,112,91
7014,T11428,,123,95,75
7015,T11429,,115,89,71
7016,T11430,,128,98,79
7017,T11431,,93,72,59
7018,T11432,,115,87,70
7019,T11433,,106,81,65
7020,T11434,,112,86,68
7021,T11435,,99,77,61
7022,T11436,,121,92,72
7023,T11437,,128,99,80
7024,T11438,,83,65,53
7025,T11439,,107,83,67
7026,T11440,,126,97,77
7027,T11604,,242,233,220
7028,T11645,1761,209,198,180
7029,T11683,1787,191,180,161
7030,T11684,1797,233,219,193
7031,T11696,1811,184,169,142
7032,T11698,,234,216,191
7033,T11720,,216,192,164
7034,T11721,,154,147,136
7035,T11724,,221,212,187
7036,T11792,1919,195,184,168
7037,T11801,1993,122,122,131
7038,T12041,1945,151,137,95
7039,T12162,1937,160,149,137
7040,T12321,1830,156,135,114
7041,T12336,1842,181,177,167
7042,T12425,1844,219,208,187
7043,T12426,1977,211,208,198
7044,T12478,1980,35,35,34
7045,T12489,1994,213,215,200
7046,T12579,2000,241,241,233
7047,T12580,2002,242,241,232
7048,T12581,2002,241,241,232
7049,T12582,2002,242,242,234
7050,T12583,2002,106,94,77
7051,T12584,2003,241,240,232
7052,T12585,2003,241,241,233
7053,T12586,2003,242,242,233
7054,T12587,2003,98,83,76
7055,T12588,2003,242,242,233
7056,T12589,2003,242,242,232
7057,T12630,1920,225,211,191
7058,T12632,1944,186,173,157
7059,T12635,1942,210,199,185
7060,T12636,1978,203,192,179
7061,T12640,1944,202,185,166
7062,T12641,no date,203,182,153
7063,T12643,1970,191,179,156
7064,T12654,1978,181,163,149
7065,T12658,1975,184,167,152
7066,T12661,1938,216,200,180
7067,T12682,1970,182,152,115
7068,T12706,1939,207,193,175
7069,T12707,1965,169,137,108
7070,T12712,no date,202,192,182
7071,T12713,1968,185,165,134
7072,T12714,1942,205,196,185
7073,T12715,1975,168,149,127
7074,T12722,1945,188,174,158
7075,T12728,1976,198,185,175
7076,T12782,2008,211,207,188
7077,T12827,1971,237,211,226
7078,T12828,1971,209,208,207
7079,T12995,1912,107,70,67
7080,T12996,1913,153,129,103
7081,T12997,1796,218,207,185
7082,T12998,1796,217,204,180
7083,T12999,1796,220,208,186
